    Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Recommended_Fertilizer
Loamy,8.13,44.94,37,89,27,28.62,57.93,1597.02,Potato,Urea
Sandy,7.31,25.47,69,15,93,26.9,52.1,1914.92,Potato,DAP
Clay,4.82,45.21,74,54,67,21.55,44.07,278.92,Potato,Compost
Loamy,6.13,20.68,60,84,112,11.4,44.24,1671.81,Potato,SSP
Silt,8.07,24.21,70,10,31,30.95,71.19,1077.11,Potato,DAP
Sandy,8.4,38.75,153,19,107,13.75,49.68,626.64,Potato,DAP
Sandy,8.26,27.81,65,15,88,25.24,55.31,1895.32,Potato,DAP
Sandy,7.53,29.33,81,89,10,19.75,39.13,1661.31,Potato,MOP
Sandy,6.35,25.26,43,75,31,27.51,82.12,1290.09,Potato,Urea
Silt,6.33,15.34,37,40,88,32.55,61.51,2101.88,Potato,Urea
Sandy,4.61,53.35,70,72,89,13.5,61.41,2881.69,Potato,Compost
Sandy,7.0,42.6,55,28,68,23.34,48.65,1328.2,Potato,Urea
Loamy,8.19,24.72,101,40,84,16.63,45.23,935.25,Potato,Zinc Sulphate
Sandy,4.58,20.22,30,22,89,22.96,48.21,385.95,Potato,Urea
Loamy,7.89,30.46,113,56,14,35.34,87.2,1488.13,Potato,MOP
Loamy,7.03,30.36,134,79,108,19.79,61.67,972.42,Potato,NPK
Sandy,7.09,35.32,29,54,108,17.37,78.15,2042.89,Potato,Urea
Loamy,7.12,49.72,101,80,78,10.63,84.9,2394.04,Potato,Urea
Loamy,5.52,18.13,155,17,41,16.68,39.37,1840.11,Potato,DAP
Silt,5.85,55.13,91,84,95,36.22,69.4,1744.87,Potato,NPK
Clay,5.89,33.39,128,75,104,13.78,39.75,840.84,Potato,NPK
Sandy,7.71,13.11,61,77,65,17.27,35.16,632.92,Potato,SSP
Sandy,5.62,24.62,103,75,117,14.51,68.65,2195.01,Potato,Compost
Loamy,5.48,53.92,110,69,57,31.44,30.01,1512.23,Potato,Compost
Clay,6.11,46.23,67,33,68,19.54,42.54,2948.14,Potato,DAP
Loamy,5.99,11.48,88,20,45,25.28,45.7,859.21,Potato,DAP
Sandy,5.47,52.01,69,67,104,13.35,56.77,1458.75,Potato,Compost
Silt,6.05,23.11,34,48,54,11.89,51.65,309.57,Potato,Urea
Loamy,5.88,58.55,117,56,54,29.4,75.45,971.92,Potato,SSP
Silt,7.78,26.72,53,23,102,32.31,68.39,1845.6,Potato,Urea
Loamy,6.36,31.94,64,43,36,22.1,42.23,1100.08,Potato,MOP
Sandy,7.57,40.47,115,44,39,27.65,51.94,1095.4,Potato,MOP
Loamy,4.76,26.61,126,42,43,22.99,71.65,2273.58,Potato,Compost
Clay,7.47,13.73,35,24,21,31.32,57.7,2031.78,Potato,Urea
Clay,6.6,52.15,36,44,50,22.22,44.06,2895.18,Potato,Urea
Silt,6.49,17.43,79,22,90,28.24,81.06,981.53,Potato,DAP
Sandy,6.83,17.38,115,35,12,24.13,89.48,424.78,Potato,DAP
Clay,8.06,46.22,91,35,111,27.14,49.74,765.06,Potato,DAP
Clay,4.76,22.85,97,32,47,37.18,30.75,340.39,Potato,DAP
Clay,7.69,31.32,64,38,86,23.18,88.33,1846.62,Potato,DAP
Loamy,8.06,42.25,121,81,36,17.49,34.48,1799.61,Potato,MOP
Silt,5.19,52.49,65,36,101,30.74,41.38,834.0,Potato,DAP
Loamy,8.27,37.15,102,78,65,16.79,40.79,1641.27,Potato,Zinc Sulphate
Sandy,7.53,19.15,44,67,70,37.19,33.57,1595.86,Potato,Urea
Loamy,4.52,54.8,128,15,59,10.42,45.48,1736.87,Potato,DAP
Clay,6.12,30.68,88,69,46,33.72,35.75,2609.66,Potato,Urea
Clay,7.55,51.06,30,61,27,19.41,59.27,593.78,Potato,Urea
Silt,6.59,20.76,82,22,73,34.91,63.68,2193.47,Potato,DAP
Loamy,4.55,39.46,159,54,34,11.76,77.33,2472.6,Potato,MOP
Loamy,5.81,23.75,86,20,78,11.66,81.67,483.62,Potato,DAP
Clay,7.29,15.16,152,25,103,11.85,33.97,2217.15,Potato,DAP
Silt,6.17,50.32,52,30,107,18.52,80.59,848.57,Potato,Urea
Clay,5.94,36.97,154,75,117,25.24,81.62,649.85,Potato,NPK
Silt,5.12,29.11,31,31,56,23.17,32.89,1738.67,Potato,Urea
Silt,6.41,49.08,31,37,97,24.16,75.75,892.35,Potato,Urea
Clay,5.58,35.18,90,79,66,38.48,39.86,2847.71,Potato,DAP
Silt,6.28,56.75,114,21,84,15.97,51.73,2643.73,Potato,DAP
Sandy,5.43,27.93,34,11,94,19.31,88.77,2420.81,Potato,Urea
Clay,7.59,28.14,154,56,14,15.54,71.58,2036.08,Potato,MOP
Clay,4.63,48.93,102,84,64,18.28,62.1,1735.88,Potato,Compost
Loamy,6.06,14.76,67,56,52,22.03,78.0,375.3,Potato,NPK
Clay,8.14,13.89,122,50,62,19.04,68.67,1397.4,Potato,Zinc Sulphate
Loamy,7.29,37.89,41,19,76,11.34,87.93,2720.2,Potato,Urea
Clay,7.32,37.31,144,35,11,10.58,65.45,243.87,Potato,DAP
Silt,8.44,48.1,107,59,67,29.24,89.27,2258.41,Potato,Zinc Sulphate
Loamy,7.98,16.7,20,73,95,24.65,67.17,1829.52,Potato,Urea
Silt,4.52,13.83,119,16,104,23.7,72.31,337.88,Potato,DAP
Silt,6.36,30.06,69,33,33,33.34,50.39,2763.23,Potato,DAP
Silt,7.18,56.72,84,27,22,27.57,33.38,2718.99,Potato,DAP
Clay,6.37,25.44,101,61,84,10.45,67.56,970.72,Potato,Zinc Sulphate
Silt,8.12,43.13,153,39,118,19.65,77.5,1963.56,Potato,DAP
Loamy,4.63,39.14,86,29,48,20.87,60.45,2695.09,Potato,DAP
Clay,6.41,28.17,34,66,88,27.65,31.28,2014.19,Potato,Urea
Sandy,5.51,52.26,55,69,68,13.5,80.45,628.61,Potato,Urea
Clay,4.86,55.82,85,67,43,13.74,33.82,1312.06,Potato,Compost
Sandy,4.65,12.38,25,16,28,37.41,65.46,2036.98,Potato,Urea
Sandy,7.15,59.5,55,16,57,16.17,89.19,2612.05,Potato,Urea
Silt,5.06,21.52,112,56,45,23.34,89.19,959.51,Potato,Compost
Sandy,5.69,30.51,117,21,89,36.94,56.47,2378.86,Potato,DAP
Silt,8.05,27.13,38,32,119,17.4,66.37,1998.04,Potato,Urea
Clay,6.29,52.62,72,35,116,17.53,44.47,774.72,Potato,DAP
Sandy,5.76,10.45,50,60,61,25.79,44.03,2829.22,Potato,Urea
Loamy,8.24,50.56,61,63,36,32.12,57.05,2156.7,Potato,MOP
Sandy,7.4,35.13,47,21,104,27.84,55.72,2941.98,Potato,Urea
Clay,5.71,28.64,51,22,41,39.35,81.46,988.02,Potato,Urea
Clay,6.99,50.77,140,42,117,33.06,68.71,802.95,Potato,NPK
Loamy,8.12,26.74,125,28,12,24.61,66.95,1440.58,Potato,DAP
Silt,6.28,58.46,56,52,49,34.62,37.97,542.0,Potato,Urea
Sandy,6.57,14.12,101,17,34,23.04,64.77,1971.19,Potato,DAP
Silt,8.29,21.56,158,71,40,19.77,37.71,2371.94,Potato,Zinc Sulphate
Sandy,7.67,51.79,74,88,19,30.8,72.45,1466.14,Potato,MOP
Loamy,7.28,44.62,61,11,102,16.07,63.92,537.33,Potato,DAP
Loamy,7.87,50.91,98,32,108,11.62,75.34,1702.3,Potato,DAP
Sandy,6.65,48.72,78,83,87,29.0,55.8,1539.11,Potato,NPK
Silt,7.72,20.01,141,62,75,23.04,83.75,1384.46,Potato,NPK
Silt,7.56,42.14,97,56,89,16.16,36.38,1395.01,Potato,NPK
Clay,7.19,44.95,142,25,45,11.71,87.92,1115.58,Potato,DAP
Loamy,4.64,44.73,102,28,48,36.73,35.79,849.62,Potato,DAP
Silt,6.82,20.75,32,32,119,18.59,55.84,241.32,Potato,Urea
Loamy,8.1,41.7,77,55,23,15.98,48.13,1779.25,Potato,MOP
Silt,6.3,43.12,154,34,85,16.79,85.13,736.65,Potato,DAP
Clay,5.74,50.85,106,24,41,12.15,52.71,934.26,Potato,DAP
Silt,6.63,29.07,128,67,26,32.81,35.1,1001.75,Potato,MOP
Clay,5.78,10.3,49,25,78,16.83,35.55,1454.28,Potato,Urea
Silt,5.12,32.66,117,70,53,15.34,42.42,1622.92,Potato,Compost
Silt,8.29,24.58,26,45,101,21.89,78.76,368.55,Potato,Urea
Clay,6.97,32.08,139,69,47,20.23,87.92,2195.23,Potato,MOP
Loamy,4.93,25.65,21,43,72,19.88,45.71,617.22,Potato,Urea
Sandy,5.86,52.13,26,65,102,32.05,72.69,2847.79,Potato,Urea
Clay,8.16,28.34,154,75,62,25.36,65.69,1388.03,Potato,Zinc Sulphate
Loamy,4.94,16.94,39,31,22,32.36,62.02,1367.98,Potato,Urea
Loamy,7.74,40.03,89,59,92,30.86,53.81,614.47,Potato,Zinc Sulphate
Sandy,7.01,10.35,155,48,54,11.71,71.36,1382.23,Potato,Urea
Silt,5.66,48.39,143,15,108,18.51,87.68,203.73,Potato,DAP
Clay,7.24,11.58,92,70,58,31.78,30.45,302.68,Potato,Compost
Sandy,8.34,26.3,109,65,10,27.99,44.41,1079.19,Potato,MOP
Sandy,7.42,53.7,147,89,60,14.18,81.69,2112.23,Potato,Zinc Sulphate
Clay,6.46,18.17,137,71,104,30.45,45.44,2023.56,Potato,NPK
Silt,5.55,59.52,133,49,55,36.31,71.89,2822.24,Potato,MOP
Loamy,7.11,59.91,55,11,82,20.1,31.56,971.44,Potato,Urea
Clay,5.21,11.12,49,54,65,29.22,33.0,456.06,Potato,Urea
Sandy,5.64,30.35,110,54,93,16.06,66.27,811.69,Potato,NPK
Sandy,6.63,10.7,46,44,56,32.16,55.48,1246.34,Potato,Urea
Clay,6.54,55.53,106,76,30,25.48,48.6,2352.75,Potato,MOP
Loamy,7.87,23.87,142,49,12,22.94,74.92,829.1,Potato,MOP
Sandy,5.27,39.4,109,14,52,38.8,63.96,680.17,Potato,DAP
Silt,5.23,29.81,37,33,58,25.2,45.85,2772.3,Potato,Urea
Sandy,5.54,34.56,132,46,111,25.6,72.24,2746.11,Potato,Compost
Clay,5.46,42.43,22,43,67,19.17,51.83,850.76,Potato,Urea
Silt,8.26,15.73,59,82,42,14.75,42.9,2125.61,Potato,Urea
Loamy,5.19,19.85,48,27,76,12.28,33.99,633.93,Potato,Urea
Loamy,5.23,46.49,100,64,50,14.93,65.94,606.3,Potato,Compost
Clay,5.42,48.97,74,68,18,16.04,59.4,854.14,Potato,MOP
Sandy,5.51,41.6,107,19,118,14.29,64.39,2128.49,Potato,DAP
Loamy,6.44,39.57,61,44,82,14.21,57.49,1332.66,Potato,DAP
Silt,5.31,18.26,26,76,97,36.2,31.45,2605.65,Potato,Urea
Sandy,4.53,52.29,155,53,91,29.75,31.3,1664.33,Potato,Compost
Sandy,6.49,57.89,107,19,75,29.74,69.81,327.1,Potato,DAP
Clay,6.78,35.25,87,10,17,32.64,74.07,2692.54,Potato,DAP
Silt,8.27,13.99,118,54,45,18.02,68.19,2306.66,Potato,Zinc Sulphate
Loamy,5.01,42.74,88,60,25,25.86,58.15,554.58,Potato,MOP
Sandy,6.57,42.55,125,20,101,16.86,37.16,597.21,Potato,DAP
Clay,5.97,35.85,151,73,74,18.26,79.91,1782.03,Potato,NPK
Clay,4.98,55.21,116,69,64,39.93,77.55,2673.32,Potato,Compost
Sandy,5.34,11.96,74,13,87,31.82,85.25,2224.89,Potato,DAP
Silt,5.1,51.75,154,46,62,15.87,39.0,1436.73,Potato,Compost
Loamy,7.99,28.4,97,10,99,28.6,69.92,2685.85,Potato,DAP
Clay,8.27,26.46,91,78,49,14.55,65.48,356.56,Potato,Zinc Sulphate
Clay,7.32,15.72,42,89,28,30.24,34.22,671.32,Potato,Urea
Sandy,8.27,24.11,99,50,67,12.4,82.04,870.04,Potato,Zinc Sulphate
Sandy,5.45,15.33,148,56,43,28.53,53.88,2095.96,Potato,Compost
Sandy,4.62,25.36,113,70,41,17.22,73.0,2036.41,Potato,Compost
Loamy,4.87,39.67,117,32,53,19.36,58.04,1579.11,Potato,DAP
Clay,5.23,25.42,106,64,10,26.29,41.4,1424.7,Potato,MOP
Clay,8.28,21.39,135,67,87,21.34,80.52,2178.22,Potato,Zinc Sulphate
Clay,8.03,40.47,127,22,75,25.29,47.08,2350.4,Potato,DAP
Sandy,7.24,45.99,58,35,55,17.32,61.33,2866.53,Potato,Urea
Clay,6.01,12.45,110,11,65,12.37,86.2,2059.23,Potato,DAP
Sandy,4.78,28.59,49,82,13,35.66,51.74,748.55,Potato,Urea
Loamy,8.3,34.97,121,33,29,14.83,31.78,2327.75,Potato,DAP
Clay,7.34,50.87,28,52,51,35.3,69.89,445.35,Potato,Urea
Loamy,6.64,51.57,115,60,91,29.5,33.93,1651.02,Potato,SSP
Silt,5.88,12.66,135,63,43,14.85,59.88,1164.45,Potato,DAP
Clay,6.46,53.61,80,32,35,35.51,30.72,870.33,Potato,DAP
Sandy,7.14,28.85,128,81,16,35.78,62.58,1673.46,Potato,MOP
Silt,8.43,12.38,113,88,93,31.38,40.96,322.46,Potato,Zinc Sulphate
Loamy,5.05,49.91,133,20,21,23.21,40.28,1469.79,Potato,DAP
Silt,5.42,11.36,118,61,93,15.72,51.09,1472.75,Potato,Compost
Sandy,8.04,16.93,127,86,42,33.02,32.36,1808.58,Potato,Zinc Sulphate
Clay,6.39,46.21,154,82,102,38.68,40.41,2973.92,Potato,NPK
Loamy,5.72,19.66,34,44,84,27.99,57.84,2182.65,Potato,Urea
Loamy,7.38,42.41,33,73,19,20.75,61.87,943.22,Potato,Urea
Sandy,5.31,50.89,132,76,99,16.16,56.7,2384.38,Potato,Compost
Silt,5.54,19.97,68,46,45,16.1,45.65,1734.09,Potato,SSP
Clay,5.02,10.61,104,63,56,13.89,79.43,380.69,Potato,Compost
Silt,7.15,47.35,149,41,39,12.62,39.36,949.42,Potato,MOP
Clay,4.85,20.66,102,85,16,34.6,88.87,644.21,Potato,MOP
Sandy,4.94,45.0,101,85,80,39.5,59.28,2041.99,Potato,Compost
Sandy,4.67,24.67,132,72,32,39.54,85.77,1811.37,Potato,MOP
Loamy,6.45,43.04,47,83,99,17.89,60.76,1976.32,Potato,Urea
Clay,6.92,57.02,92,78,67,33.31,85.38,1068.62,Potato,NPK
Clay,6.04,10.66,20,13,47,35.66,73.99,2825.54,Potato,Urea
Loamy,7.67,43.62,22,17,94,36.85,53.62,2066.43,Potato,Urea
Sandy,4.77,37.72,132,32,62,22.73,89.75,2238.61,Potato,DAP
Clay,6.12,44.13,137,75,18,30.92,45.08,1896.51,Potato,MOP
Silt,8.27,21.52,78,51,28,15.3,46.37,764.72,Potato,MOP
Loamy,7.5,50.79,116,48,39,37.04,82.41,736.45,Potato,MOP
Loamy,6.1,34.89,119,68,52,31.02,79.98,1666.33,Potato,Zinc Sulphate
Clay,7.22,24.67,51,53,16,26.97,51.09,2174.27,Potato,Urea
Sandy,6.76,36.44,27,61,107,26.7,88.93,2031.13,Potato,Urea
Clay,5.67,49.21,132,38,82,14.61,85.42,2378.81,Potato,DAP
Silt,6.4,30.52,25,89,82,24.48,62.16,1416.26,Potato,Urea
Clay,8.08,44.95,88,47,51,28.52,36.13,1884.53,Potato,Zinc Sulphate
Silt,8.23,38.57,92,69,55,34.4,62.59,925.15,Potato,Zinc Sulphate
Clay,8.05,10.45,49,70,104,35.97,40.67,981.55,Potato,Urea
Clay,6.4,56.94,60,88,91,37.71,87.38,582.44,Potato,Zinc Sulphate
Silt,8.38,51.33,52,43,94,11.55,47.66,500.37,Potato,Urea
Clay,5.24,14.06,68,44,15,19.83,60.38,2555.67,Potato,MOP
Clay,4.95,13.99,91,67,41,39.69,70.81,2809.16,Potato,Compost
Clay,7.77,33.43,84,35,75,34.33,51.55,264.66,Potato,DAP
Loamy,7.83,18.47,67,26,82,22.3,43.78,224.76,Potato,DAP
Loamy,6.21,50.56,146,63,101,39.76,69.56,1421.02,Potato,MOP
Sandy,7.55,50.41,118,18,58,18.74,65.69,2432.86,Potato,DAP
Silt,6.44,11.56,38,87,50,11.46,49.74,2102.72,Potato,Urea
Loamy,7.56,13.1,34,41,26,37.55,66.66,953.32,Potato,Urea
Sandy,4.65,49.05,87,66,45,15.31,30.06,2411.57,Potato,Compost
Silt,4.74,53.45,101,48,114,22.27,59.56,549.58,Potato,Compost
Sandy,6.23,40.81,136,35,98,18.32,52.9,2744.49,Potato,DAP
Sandy,4.66,44.88,139,32,113,27.03,33.98,496.14,Potato,DAP
Loamy,7.02,54.29,157,23,82,26.54,30.21,368.49,Rice,DAP
Loamy,7.27,46.06,42,29,74,36.81,32.37,1853.48,Rice,Urea
Loamy,7.42,38.7,98,26,69,28.29,49.78,577.6,Rice,DAP
Clay,8.15,27.74,128,32,75,29.41,56.13,2287.87,Rice,DAP
Silt,4.88,22.14,132,20,95,31.78,34.07,910.21,Rice,DAP
Sandy,6.55,30.04,52,56,57,22.08,45.92,1675.09,Rice,Urea
Sandy,7.73,17.65,93,35,15,22.41,37.52,1813.96,Rice,DAP
Silt,5.43,27.95,72,81,105,15.37,48.06,2161.94,Rice,Compost
Clay,4.74,40.69,133,48,14,17.37,61.57,514.06,Rice,MOP
Loamy,6.05,26.48,30,64,24,20.11,46.23,2109.29,Rice,Urea
Sandy,5.84,32.89,73,18,39,17.65,42.92,963.24,Rice,DAP
Silt,7.2,57.58,70,15,58,10.2,49.71,1799.96,Rice,DAP
Loamy,8.48,27.63,153,23,117,23.25,81.53,253.35,Rice,DAP
Loamy,5.08,59.38,152,61,60,28.19,50.49,2886.54,Rice,Compost
Loamy,7.07,43.09,67,10,89,10.36,44.31,300.36,Rice,DAP
Sandy,6.6,34.26,142,38,74,19.26,33.97,2150.29,Rice,DAP
Sandy,7.81,34.08,42,28,15,36.73,44.03,1291.82,Rice,Urea
Clay,6.81,59.49,25,84,115,37.56,72.63,1345.99,Rice,Urea
Sandy,4.89,47.07,125,56,76,11.89,69.52,1010.61,Rice,Compost
Sandy,5.77,56.86,143,54,92,15.1,63.06,1785.15,Rice,Zinc Sulphate
Sandy,5.47,50.87,135,30,80,36.34,89.24,1833.78,Rice,DAP
Clay,5.99,58.33,62,60,58,16.11,31.89,1658.57,Rice,SSP
Sandy,5.28,26.72,23,62,67,18.29,36.23,647.5,Rice,Urea
Loamy,7.44,46.32,29,65,18,30.89,43.71,467.98,Rice,Urea
Loamy,6.36,19.31,110,26,77,15.98,40.98,1413.37,Rice,DAP
Loamy,7.34,54.91,64,84,100,37.83,85.72,1661.96,Rice,Urea
Loamy,5.64,32.07,143,67,36,24.03,38.4,863.64,Rice,MOP
Silt,7.62,56.33,40,87,59,11.52,33.82,2371.37,Rice,Urea
Silt,6.69,30.08,115,57,108,27.3,85.65,2807.25,Rice,NPK
Loamy,7.94,34.81,108,19,59,33.08,49.64,2289.13,Rice,DAP
Silt,8.23,25.98,131,23,69,22.46,66.79,2038.49,Rice,DAP
Loamy,4.86,10.54,79,81,67,39.47,41.43,1557.72,Rice,Compost
Sandy,8.26,58.9,36,36,99,36.92,50.65,929.83,Rice,Urea
Sandy,7.21,50.61,102,40,64,12.21,56.04,2192.82,Rice,Compost
Silt,8.49,27.08,148,23,34,19.78,36.55,2430.58,Rice,DAP
Clay,5.36,27.1,124,20,53,35.36,50.82,2443.48,Rice,DAP
Loamy,5.27,10.03,65,72,15,18.86,57.04,1163.43,Rice,MOP
Sandy,5.2,24.01,112,29,37,10.17,75.14,2690.34,Rice,DAP
Sandy,7.25,48.76,116,26,100,21.89,43.2,1608.68,Rice,DAP
Clay,5.37,41.45,79,10,71,24.46,52.17,1530.98,Rice,DAP
Clay,4.65,27.4,134,63,117,28.04,60.66,2170.9,Rice,Compost
Sandy,8.06,21.03,116,26,116,38.39,69.32,1162.41,Rice,DAP
Loamy,6.0,20.78,143,45,91,15.76,58.99,2064.99,Rice,Urea
Sandy,6.2,21.18,112,51,19,28.8,82.59,2822.88,Rice,MOP
Loamy,6.44,19.69,140,29,106,17.74,35.89,1129.99,Rice,DAP
Loamy,7.18,50.07,43,13,117,25.51,33.11,1313.65,Rice,Urea
Clay,7.54,20.55,114,18,47,19.2,78.82,283.05,Rice,DAP
Sandy,5.57,15.49,63,30,26,30.38,56.71,237.76,Rice,DAP
Clay,7.77,52.6,35,42,22,37.2,54.65,2493.85,Rice,Urea
Clay,6.92,14.94,26,71,79,26.73,55.47,1373.79,Rice,Urea
Silt,7.96,39.17,22,41,85,38.06,41.67,2729.12,Rice,Urea
Silt,8.05,52.52,70,60,22,29.85,87.52,2608.95,Rice,MOP
Sandy,6.78,19.7,141,60,55,21.66,58.64,2514.18,Rice,Zinc Sulphate
Sandy,7.48,41.9,85,78,118,12.24,62.74,2383.78,Rice,NPK
Clay,5.8,47.97,105,66,49,27.21,86.29,1355.04,Rice,Zinc Sulphate
Loamy,7.96,11.71,71,57,42,34.95,75.34,951.83,Rice,Zinc Sulphate
Silt,5.22,28.08,158,41,85,32.31,85.89,584.46,Rice,Compost
Silt,8.47,12.32,27,45,112,15.98,67.74,2450.29,Rice,Urea
Loamy,7.28,38.92,128,62,26,17.22,62.69,703.67,Rice,MOP
Sandy,4.62,34.8,21,54,86,23.21,85.81,2475.11,Rice,Urea
Clay,6.21,33.65,67,34,75,22.92,57.73,2374.4,Rice,DAP
Clay,4.65,31.65,122,45,109,28.83,83.3,566.96,Rice,Compost
Clay,5.95,39.19,74,43,96,25.76,80.48,2681.36,Rice,NPK
Sandy,5.96,16.72,20,33,22,12.8,57.98,2060.2,Rice,Urea
Silt,5.24,47.34,121,87,118,29.88,83.31,967.01,Rice,Compost
Sandy,4.76,24.1,35,36,98,11.81,37.84,1427.23,Rice,Urea
Clay,5.94,31.76,100,61,76,15.35,39.83,1471.69,Rice,NPK
Clay,5.13,15.31,37,13,106,23.94,54.27,2878.25,Rice,Urea
Loamy,6.18,17.32,41,49,71,30.81,44.04,632.05,Rice,Urea
Loamy,6.42,47.47,118,64,99,22.52,45.94,2146.37,Rice,Compost
Silt,6.1,19.53,118,60,69,37.91,82.54,1826.85,Rice,NPK
Clay,5.81,57.36,58,20,59,11.31,56.87,825.07,Rice,Urea
Silt,5.08,42.28,37,86,82,35.37,37.97,2069.83,Rice,Urea
Loamy,6.03,10.76,35,75,76,27.47,42.05,1465.93,Rice,Urea
Sandy,4.86,35.41,150,67,38,22.22,44.9,2849.87,Rice,MOP
Clay,5.36,52.13,93,17,57,36.25,81.49,544.38,Rice,DAP
Loamy,5.13,44.11,94,26,91,30.1,50.24,1848.57,Rice,DAP
Clay,6.0,58.62,96,46,72,29.21,61.45,1050.54,Rice,NPK
Sandy,6.65,51.96,54,38,51,25.66,41.3,769.45,Rice,Urea
Silt,5.83,34.12,22,19,100,10.57,35.05,2192.81,Rice,Urea
Silt,5.82,21.68,83,35,80,25.96,85.8,877.5,Rice,DAP
Silt,8.49,11.58,134,84,97,29.44,34.21,443.76,Rice,Zinc Sulphate
Silt,5.35,11.57,94,59,100,16.68,46.42,346.9,Rice,Compost
Loamy,6.57,27.29,37,14,116,33.33,39.51,1780.49,Rice,Urea
Sandy,5.23,36.96,153,81,44,26.15,37.0,2498.91,Rice,Compost
Sandy,5.53,48.02,50,14,74,35.4,81.07,2101.87,Rice,Urea
Clay,4.96,27.49,72,19,70,39.74,67.18,2422.99,Rice,DAP
Silt,6.12,47.67,37,72,66,36.62,55.51,570.82,Rice,Urea
Sandy,4.65,32.45,124,37,78,34.82,83.45,251.66,Rice,DAP
Loamy,6.21,54.77,107,61,57,33.65,53.59,2349.32,Rice,NPK
Silt,6.79,26.71,51,50,17,10.06,84.24,1427.51,Rice,Urea
Clay,4.83,35.46,115,59,52,37.7,39.23,2431.09,Rice,Compost
Clay,6.95,34.58,61,61,106,18.3,46.42,2637.26,Rice,Zinc Sulphate
Clay,6.61,41.69,70,56,67,17.3,84.76,919.94,Rice,NPK
Clay,5.56,59.22,56,29,92,38.76,70.47,2576.31,Rice,Urea
Sandy,4.88,26.5,126,70,98,19.11,30.62,1521.53,Rice,Compost
Sandy,6.87,11.1,87,79,39,33.09,84.55,2693.75,Rice,MOP
Sandy,7.95,42.06,74,86,52,33.42,35.94,1675.18,Rice,Zinc Sulphate
Silt,6.0,53.02,124,77,83,20.35,41.92,402.36,Rice,Zinc Sulphate
Loamy,4.88,47.31,132,11,94,28.47,30.72,1410.59,Rice,DAP
Clay,6.67,58.78,31,55,98,39.29,82.2,1431.93,Rice,Urea
Loamy,6.15,25.47,37,69,32,13.8,39.03,1873.28,Rice,Urea
Clay,4.9,11.62,36,29,108,14.34,73.78,2815.58,Rice,Urea
Loamy,6.39,39.74,51,27,66,34.19,68.04,1817.66,Rice,Urea
Clay,6.34,34.21,112,85,54,28.52,57.59,1684.43,Rice,Zinc Sulphate
Clay,7.89,45.66,23,50,27,23.54,41.69,720.7,Rice,Urea
Sandy,6.7,34.07,108,32,51,18.29,41.36,2694.19,Rice,DAP
Sandy,7.7,24.96,142,43,50,18.64,34.18,842.73,Rice,Compost
Silt,6.68,59.67,108,19,31,10.97,48.47,2861.54,Rice,DAP
Loamy,7.91,26.69,50,80,72,29.72,77.31,1812.46,Rice,Urea
Loamy,6.18,24.7,125,57,43,27.78,50.7,329.0,Rice,Compost
Silt,5.16,40.54,109,80,46,22.29,58.59,2722.84,Rice,Compost
Loamy,5.97,53.32,88,67,87,34.27,45.11,2846.63,Rice,Zinc Sulphate
Clay,4.71,53.99,134,83,82,26.97,62.6,2288.98,Rice,Compost
Clay,7.46,18.86,37,24,96,11.91,82.92,1670.13,Rice,Urea
Silt,6.92,18.26,35,10,80,16.12,74.23,1890.35,Rice,Urea
Clay,7.2,59.93,147,52,32,17.4,40.11,1560.57,Rice,MOP
Loamy,5.43,37.35,130,72,19,29.23,60.99,2300.61,Rice,MOP
Loamy,6.13,22.39,117,79,58,34.57,80.96,1629.74,Rice,NPK
Sandy,5.94,33.56,113,14,25,16.01,61.69,2421.19,Rice,DAP
Sandy,6.29,57.08,133,41,47,37.2,37.67,1972.72,Rice,Compost
Sandy,5.53,21.32,78,37,60,18.8,50.14,285.95,Rice,DAP
Clay,5.65,48.97,97,43,27,13.63,67.83,712.91,Rice,MOP
Silt,8.2,47.45,20,13,49,34.76,78.62,508.74,Rice,Urea
Loamy,6.37,45.34,93,21,70,13.11,66.95,798.27,Rice,DAP
Silt,7.45,20.59,158,72,99,19.7,51.53,1476.16,Rice,MOP
Sandy,8.42,13.77,55,44,18,19.06,85.04,503.23,Rice,Urea
Sandy,4.82,41.42,125,86,37,11.77,49.45,2890.7,Rice,MOP
Sandy,4.66,36.46,129,71,68,19.82,70.98,636.25,Rice,Compost
Sandy,7.52,51.44,72,52,54,29.32,84.06,237.68,Rice,Compost
Sandy,8.11,40.9,90,26,29,29.6,33.13,1887.26,Rice,DAP
Loamy,7.53,27.1,30,28,68,19.3,49.05,2823.71,Rice,Urea
Silt,4.54,40.26,87,34,49,33.87,81.74,2548.31,Rice,DAP
Sandy,4.95,19.8,36,68,48,34.72,70.55,1841.1,Rice,Urea
Silt,7.38,50.49,102,57,65,27.81,83.53,1275.65,Rice,NPK
Sandy,8.11,47.09,126,62,28,30.92,43.54,2023.48,Rice,MOP
Sandy,4.8,15.56,114,54,37,35.02,70.04,1466.95,Rice,MOP
Sandy,7.57,21.88,47,71,76,21.27,46.23,1474.07,Rice,Urea
Silt,7.31,11.49,57,19,102,15.83,49.99,2556.39,Rice,Urea
Silt,7.43,21.74,28,76,96,37.13,37.38,1007.4,Rice,Urea
Clay,5.41,28.59,33,86,24,34.54,36.16,1649.13,Rice,Urea
